Nome da Loja;Estado;Produto;Quantidade;Data;Preço do Produto
Loja C;RJ;Produto V;19;2024-03-01 00:00:00;346,6
Loja E;RJ;Produto V;14;2023-02-13 00:00:00;332,67
Loja C;MG;Produto Y;18;2023-12-08 00:00:00;402,53
Loja C;MG;Produto V;3;2023-07-20 00:00:00;92,75
Loja D;SP;Produto W;14;2024-01-13 00:00:00;335,49
Loja C;RJ;Produto Y;11;2023-04-14 00:00:00;58,22
Loja E;SP;Produto V;10;2024-04-02 00:00:00;71,99
Loja C;PR;Produto X;14;2024-02-19 00:00:00;128,95
Loja E;MG;Produto V;1;2024-09-23 00:00:00;357,8
Loja C;RS;Produto X;16;2024-02-06 00:00:00;447,35
Loja E;PR;Produto X;6;2024-01-25 00:00:00;348,49
Loja C;RS;Produto V;18;2023-12-28 00:00:00;214,15
Loja C;PR;Produto X;16;2024-03-09 00:00:00;261,69
Loja B;SP;Produto Z;19;2024-01-18 00:00:00;359,04
Loja E;SP;Produto Y;16;2023-01-28 00:00:00;310,51
Loja E;MG;Produto V;5;2023-04-17 00:00:00;269,44
Loja E;RS;Produto Z;12;2024-06-23 00:00:00;126,03
Loja A;PR;Produto X;6;2023-07-05 00:00:00;312,31
Loja C;RJ;Produto X;2;2023-07-14 00:00:00;19,15
Loja E;RJ;Produto Y;16;2023-05-26 00:00:00;284,43
Loja A;MG;Produto Z;11;2024-11-19 00:00:00;412,17
Loja B;RS;Produto Z;12;2023-05-08 00:00:00;98,08
Loja E;RJ;Produto V;11;2023-04-16 00:00:00;65,96
Loja E;MG;Produto X;19;2024-02-20 00:00:00;485,42
Loja A;MG;Produto W;8;2023-12-18 00:00:00;423,3
Loja C;RS;Produto V;18;2024-01-18 00:00:00;157,98
Loja B;RJ;Produto V;5;2024-12-23 00:00:00;112,2
Loja E;RJ;Produto V;12;2023-12-15 00:00:00;173,68
Loja C;RJ;Produto Y;10;2024-04-25 00:00:00;221,3
Loja B;SP;Produto Y;15;2023-11-10 00:00:00;412,33
Loja D;RJ;Produto V;5;2024-06-06 00:00:00;127,21
Loja D;PR;Produto W;17;2023-12-26 00:00:00;363,21
Loja B;SP;Produto Z;4;2023-11-17 00:00:00;465,35
Loja A;SP;Produto Z;12;2024-01-19 00:00:00;195,96
Loja B;SP;Produto X;18;2023-01-17 00:00:00;22,76
Loja B;SP;Produto Z;8;2024-01-05 00:00:00;415,53
Loja A;MG;Produto Z;17;2023-03-07 00:00:00;357,12
Loja A;PR;Produto W;8;2023-04-23 00:00:00;83,04
Loja C;RS;Produto Z;13;2024-10-05 00:00:00;302,48
Loja C;RJ;Produto W;3;2024-02-20 00:00:00;414,16
Loja A;SP;Produto Y;3;2023-03-12 00:00:00;98,71
Loja D;RS;Produto W;7;2023-03-02 00:00:00;119,22
Loja D;MG;Produto Y;18;2024-03-19 00:00:00;108,87
Loja B;RS;Produto W;7;2023-11-10 00:00:00;498,78
Loja E;SP;Produto V;2;2024-04-27 00:00:00;122,47
Loja B;PR;Produto Y;7;2023-09-01 00:00:00;140,79
Loja B;RS;Produto Y;2;2024-05-31 00:00:00;33,48
Loja E;SP;Produto Z;7;2024-01-05 00:00:00;491,81
Loja A;SP;Produto Y;14;2023-11-13 00:00:00;130,91
Loja D;RJ;Produto W;15;2023-01-21 00:00:00;365,36
Loja B;RJ;Produto V;16;2024-11-28 00:00:00;22,92
Loja E;PR;Produto V;8;2024-12-21 00:00:00;393,87
Loja C;RJ;Produto Z;16;2023-08-19 00:00:00;377,8
Loja B;PR;Produto W;7;2024-06-09 00:00:00;51,23
Loja D;MG;Produto W;11;2024-08-13 00:00:00;70,07
Loja A;MG;Produto X;4;2024-04-13 00:00:00;154,6
Loja B;RJ;Produto Y;18;2024-11-24 00:00:00;183,79
Loja B;MG;Produto Z;13;2023-03-19 00:00:00;393,91
Loja E;RS;Produto V;17;2024-07-16 00:00:00;39,98
Loja C;RS;Produto X;12;2024-06-13 00:00:00;328,62
Loja C;RS;Produto W;18;2023-10-17 00:00:00;121,98
Loja A;MG;Produto Y;10;2023-08-06 00:00:00;197,41
Loja D;RS;Produto V;7;2023-04-10 00:00:00;11,08
Loja A;PR;Produto X;12;2023-05-29 00:00:00;152,65
Loja B;SP;Produto W;12;2024-01-20 00:00:00;93,96
Loja B;RJ;Produto V;13;2023-06-04 00:00:00;256,95
Loja C;PR;Produto V;1;2024-01-30 00:00:00;87,51
Loja D;RS;Produto W;7;2024-01-11 00:00:00;419,55
Loja E;SP;Produto W;16;2023-04-12 00:00:00;442,62
Loja D;RJ;Produto Z;16;2024-09-18 00:00:00;424,19
Loja B;PR;Produto V;16;2023-04-02 00:00:00;491,08
Loja E;RJ;Produto W;16;2024-02-15 00:00:00;458,18
Loja D;MG;Produto X;14;2024-02-10 00:00:00;147,1
Loja D;RS;Produto Y;11;2023-01-21 00:00:00;164,09
Loja E;PR;Produto Z;19;2024-09-23 00:00:00;271
Loja B;PR;Produto W;11;2024-02-12 00:00:00;198,63
Loja D;SP;Produto Y;2;2023-01-19 00:00:00;485,26
Loja E;SP;Produto Z;7;2024-06-19 00:00:00;176,37
Loja B;SP;Produto V;9;2024-06-21 00:00:00;372,64
Loja E;RJ;Produto Y;9;2023-06-02 00:00:00;291,93
Loja E;RS;Produto Z;14;2023-10-28 00:00:00;478,68
Loja D;RJ;Produto W;10;2024-02-17 00:00:00;374,81
Loja B;RS;Produto W;16;2023-07-21 00:00:00;158,79
Loja D;PR;Produto Z;18;2023-05-19 00:00:00;106,56
Loja A;RJ;Produto V;1;2023-01-24 00:00:00;428,76
Loja A;RJ;Produto Z;2;2023-01-12 00:00:00;456,4
Loja B;RJ;Produto X;4;2023-05-15 00:00:00;417,24
Loja E;MG;Produto Z;2;2023-03-22 00:00:00;371,35
Loja D;RS;Produto Z;4;2023-12-21 00:00:00;167,65
Loja D;RS;Produto W;6;2023-03-11 00:00:00;257,63
Loja B;RJ;Produto V;4;2023-07-23 00:00:00;458,69
Loja B;MG;Produto Z;18;2024-08-13 00:00:00;76,1
Loja A;RJ;Produto Y;5;2023-10-06 00:00:00;252,51
Loja C;RS;Produto W;11;2024-12-11 00:00:00;184,2
Loja B;PR;Produto W;13;2024-01-14 00:00:00;341,97
Loja C;MG;Produto Z;3;2023-10-21 00:00:00;320,69
Loja B;MG;Produto Y;19;2024-02-19 00:00:00;284,43
Loja E;RJ;Produto Z;11;2024-03-03 00:00:00;147,01
Loja E;PR;Produto Y;11;2023-06-05 00:00:00;88,18
Loja A;RS;Produto W;2;2024-08-10 00:00:00;394,33
Loja A;SP;Produto Y;15;2024-12-31 00:00:00;495,96
Loja C;RS;Produto Z;8;2023-10-04 00:00:00;92,86
Loja B;RS;Produto X;2;2023-09-22 00:00:00;47,14
Loja D;PR;Produto X;8;2023-02-18 00:00:00;375,41
Loja A;MG;Produto Y;15;2024-09-01 00:00:00;178,49
Loja D;RS;Produto Z;16;2023-10-20 00:00:00;114,37
Loja D;MG;Produto V;13;2023-01-21 00:00:00;267,31
Loja B;PR;Produto X;17;2024-03-19 00:00:00;340,86
Loja C;PR;Produto W;14;2024-06-18 00:00:00;115,28
Loja B;RJ;Produto Z;14;2024-04-16 00:00:00;497,31
Loja A;SP;Produto Z;1;2023-05-18 00:00:00;170,83
Loja D;PR;Produto X;1;2023-08-18 00:00:00;164,33
Loja B;PR;Produto V;3;2024-02-09 00:00:00;217,27
Loja B;MG;Produto W;15;2023-12-23 00:00:00;375,06
Loja B;PR;Produto V;5;2024-06-24 00:00:00;437,9
Loja A;RS;Produto W;5;2023-01-21 00:00:00;168,75
Loja C;RJ;Produto X;4;2024-09-02 00:00:00;68,19
Loja B;RJ;Produto Z;14;2024-07-28 00:00:00;135,5
Loja A;RS;Produto W;7;2024-10-06 00:00:00;51,3
Loja D;PR;Produto Z;15;2024-06-10 00:00:00;318,87
Loja E;SP;Produto Y;11;2023-04-15 00:00:00;372,94
Loja A;PR;Produto Y;14;2024-09-14 00:00:00;220,34
Loja E;RJ;Produto X;6;2023-12-02 00:00:00;476,87
Loja B;SP;Produto X;10;2024-02-28 00:00:00;366,49
Loja B;MG;Produto X;7;2024-09-14 00:00:00;196,03
Loja A;MG;Produto Y;10;2023-01-04 00:00:00;60,08
Loja E;PR;Produto W;14;2024-04-13 00:00:00;251,92
Loja B;PR;Produto V;5;2024-10-25 00:00:00;256,88
Loja D;SP;Produto X;1;2024-07-07 00:00:00;279,79
Loja C;SP;Produto V;19;2024-06-21 00:00:00;344,4
Loja C;PR;Produto V;8;2023-07-13 00:00:00;139,55
Loja B;RJ;Produto Y;19;2023-12-26 00:00:00;11,22
Loja E;MG;Produto W;17;2024-06-03 00:00:00;408,29
Loja B;SP;Produto Y;19;2023-03-14 00:00:00;413,53
Loja E;RJ;Produto X;16;2023-03-19 00:00:00;456,69
Loja D;PR;Produto Y;4;2024-10-21 00:00:00;484,83
Loja E;RS;Produto Y;8;2023-03-09 00:00:00;87,99
Loja B;SP;Produto Y;4;2024-11-25 00:00:00;183,4
Loja D;RS;Produto X;13;2023-11-30 00:00:00;427,17
Loja A;RJ;Produto X;7;2023-03-26 00:00:00;467,66
Loja C;MG;Produto Y;1;2024-05-10 00:00:00;17,12
Loja B;RJ;Produto Y;9;2023-03-20 00:00:00;199,89
Loja B;MG;Produto V;4;2024-07-04 00:00:00;65,56
Loja B;RJ;Produto W;14;2023-11-02 00:00:00;396,34
Loja D;SP;Produto V;9;2023-01-20 00:00:00;376,09
Loja A;SP;Produto W;3;2024-08-04 00:00:00;379,61
Loja E;RS;Produto W;15;2023-06-05 00:00:00;201,22
Loja A;RJ;Produto Y;5;2023-04-27 00:00:00;209,06
Loja D;RJ;Produto V;1;2024-03-25 00:00:00;138,31
Loja B;RS;Produto W;11;2023-01-28 00:00:00;186,84
Loja C;PR;Produto W;19;2024-09-01 00:00:00;491,71
Loja B;RJ;Produto X;5;2023-11-25 00:00:00;32,82
Loja E;RJ;Produto W;17;2024-10-24 00:00:00;168,76
Loja C;RJ;Produto Y;19;2023-12-30 00:00:00;397,06
Loja B;PR;Produto Z;17;2024-02-23 00:00:00;197,35
Loja C;SP;Produto X;5;2023-01-22 00:00:00;475,49
Loja A;RS;Produto Z;9;2023-09-18 00:00:00;172,75
Loja D;PR;Produto Y;6;2023-03-01 00:00:00;426,38
Loja B;MG;Produto Z;13;2024-02-17 00:00:00;409,4
Loja E;MG;Produto W;11;2023-06-12 00:00:00;14,51
Loja A;PR;Produto Z;1;2023-04-24 00:00:00;207,46
Loja B;PR;Produto V;17;2023-12-20 00:00:00;147,51
Loja A;SP;Produto Y;6;2023-07-15 00:00:00;245,01
Loja E;MG;Produto V;3;2023-02-14 00:00:00;236,76
Loja B;RS;Produto Z;16;2024-09-16 00:00:00;453,71
Loja E;RJ;Produto V;13;2023-06-28 00:00:00;99,95
Loja C;RJ;Produto X;12;2024-05-07 00:00:00;99,27
Loja E;SP;Produto Z;11;2023-11-21 00:00:00;62,95
Loja C;SP;Produto V;2;2024-01-05 00:00:00;371,94
Loja B;MG;Produto W;19;2024-07-21 00:00:00;459,75
Loja C;RS;Produto Z;8;2023-12-13 00:00:00;190,57
Loja B;RS;Produto X;13;2023-04-25 00:00:00;40,29
Loja B;PR;Produto W;14;2023-12-23 00:00:00;86,45
Loja D;SP;Produto Z;15;2023-06-16 00:00:00;60,17
Loja B;RJ;Produto W;17;2023-12-20 00:00:00;300,25
Loja C;RJ;Produto Z;15;2023-04-25 00:00:00;148,33
Loja D;MG;Produto Z;10;2024-02-12 00:00:00;449,75
Loja D;RJ;Produto Y;1;2024-08-14 00:00:00;89,52
Loja B;RS;Produto V;12;2023-11-19 00:00:00;465,78
Loja E;RS;Produto Z;9;2024-06-24 00:00:00;173,04
Loja E;SP;Produto X;5;2023-02-11 00:00:00;434,98
Loja D;MG;Produto V;15;2024-04-04 00:00:00;475,01
Loja B;RJ;Produto Y;3;2023-04-29 00:00:00;493,32
Loja E;SP;Produto V;19;2024-07-27 00:00:00;403,76
Loja B;PR;Produto V;7;2024-10-28 00:00:00;59,83
Loja B;PR;Produto Z;7;2024-03-25 00:00:00;37,14
Loja D;RJ;Produto X;7;2024-03-16 00:00:00;372,47
Loja D;RJ;Produto Z;2;2023-07-08 00:00:00;449,55
Loja A;RJ;Produto X;2;2023-10-12 00:00:00;91,37
Loja E;RS;Produto X;12;2023-04-14 00:00:00;471,12
Loja E;RJ;Produto W;5;2024-07-22 00:00:00;309,01
Loja E;PR;Produto Z;4;2024-04-01 00:00:00;70,76
Loja C;RJ;Produto Y;7;2023-11-07 00:00:00;91,85
Loja B;MG;Produto V;16;2024-11-14 00:00:00;42,32
Loja D;PR;Produto W;3;2024-01-19 00:00:00;80,18
Loja E;MG;Produto Y;2;2024-10-29 00:00:00;368,74
Loja A;PR;Produto Z;17;2023-06-14 00:00:00;117,2
Loja E;SP;Produto X;9;2024-02-11 00:00:00;285,21
Loja B;PR;Produto Z;8;2024-08-03 00:00:00;363,33
Loja B;PR;Produto Z;12;2024-04-20 00:00:00;448,69
Loja D;MG;Produto W;7;2023-02-27 00:00:00;299,06
Loja C;MG;Produto Y;14;2024-12-19 00:00:00;289,16
Loja D;PR;Produto W;16;2024-02-20 00:00:00;457,28
Loja E;PR;Produto Y;1;2024-08-19 00:00:00;154,5
Loja A;RS;Produto W;10;2024-09-04 00:00:00;109,81
Loja D;SP;Produto V;11;2023-09-08 00:00:00;437,67
Loja C;SP;Produto X;7;2023-08-08 00:00:00;46,52
Loja D;RJ;Produto X;18;2023-06-09 00:00:00;102,94
Loja B;PR;Produto X;19;2023-07-06 00:00:00;211,51
Loja E;PR;Produto V;14;2024-08-21 00:00:00;187,01
Loja E;PR;Produto V;17;2024-04-08 00:00:00;355,99
Loja E;PR;Produto X;19;2024-05-12 00:00:00;54,99
Loja E;SP;Produto X;13;2023-11-26 00:00:00;243,81
Loja E;MG;Produto Y;3;2023-12-15 00:00:00;406,19
Loja E;RS;Produto Y;2;2024-05-14 00:00:00;344,84
Loja A;MG;Produto Z;9;2024-10-28 00:00:00;319,51
Loja C;MG;Produto W;7;2024-05-04 00:00:00;127,29
Loja E;SP;Produto Y;14;2023-10-07 00:00:00;202,88
Loja C;RS;Produto Y;5;2023-06-13 00:00:00;98,55
Loja E;PR;Produto Y;15;2024-02-02 00:00:00;259,37
Loja D;SP;Produto Y;1;2023-03-09 00:00:00;296,24
Loja E;SP;Produto V;7;2024-03-03 00:00:00;319,28
Loja B;RS;Produto Z;5;2024-03-07 00:00:00;439,22
Loja A;RJ;Produto Y;4;2024-01-10 00:00:00;40,3
Loja D;SP;Produto W;11;2024-12-24 00:00:00;200,27
Loja D;MG;Produto Y;19;2024-09-23 00:00:00;299,58
Loja B;MG;Produto V;6;2024-11-27 00:00:00;289,36
Loja E;PR;Produto X;18;2024-02-27 00:00:00;20,64
Loja A;SP;Produto X;5;2024-12-28 00:00:00;102,76
Loja D;PR;Produto Z;15;2024-10-03 00:00:00;424,41
Loja A;SP;Produto X;6;2023-03-19 00:00:00;262,54
Loja D;RS;Produto Y;4;2024-05-02 00:00:00;212,64
Loja E;SP;Produto V;17;2023-06-19 00:00:00;451,09
Loja D;RJ;Produto Z;15;2023-02-07 00:00:00;46,73
Loja D;MG;Produto Y;18;2024-07-20 00:00:00;461,93
Loja C;RS;Produto X;6;2023-10-17 00:00:00;23,61
Loja E;MG;Produto W;19;2024-07-11 00:00:00;285,71
Loja B;PR;Produto Y;12;2023-06-20 00:00:00;281,99
Loja B;RS;Produto W;9;2024-10-03 00:00:00;323,14
Loja E;RJ;Produto W;8;2024-11-06 00:00:00;24,52
Loja B;MG;Produto Z;15;2024-08-04 00:00:00;269,95
Loja E;SP;Produto V;1;2023-10-19 00:00:00;65,67
Loja B;SP;Produto X;2;2024-08-03 00:00:00;86,43
Loja C;SP;Produto X;3;2024-02-26 00:00:00;115,52
Loja B;RS;Produto Y;19;2023-04-15 00:00:00;310,46
Loja D;RJ;Produto X;10;2024-07-19 00:00:00;201,14
Loja E;RJ;Produto Z;14;2024-02-10 00:00:00;51,82
Loja A;RJ;Produto X;19;2024-04-03 00:00:00;151,62
Loja A;MG;Produto Y;11;2023-09-05 00:00:00;47,54
Loja E;RS;Produto X;6;2023-11-05 00:00:00;335,42
Loja C;SP;Produto V;19;2024-01-08 00:00:00;283,16
Loja B;MG;Produto W;14;2023-04-16 00:00:00;209,77
Loja C;RJ;Produto W;8;2023-11-11 00:00:00;464,56
Loja A;SP;Produto W;2;2024-08-31 00:00:00;264,18
Loja E;RS;Produto V;18;2024-06-22 00:00:00;444,89
Loja E;PR;Produto Z;4;2023-03-13 00:00:00;293,75
Loja C;RJ;Produto Y;3;2024-01-13 00:00:00;194,63
Loja C;RJ;Produto V;2;2024-05-10 00:00:00;274,11
Loja B;RJ;Produto Y;4;2023-07-04 00:00:00;84,41
Loja D;RJ;Produto Z;18;2023-05-14 00:00:00;340,63
Loja D;SP;Produto V;11;2023-06-23 00:00:00;491,25
Loja B;RS;Produto X;9;2024-09-01 00:00:00;131,24
Loja D;MG;Produto Z;8;2024-01-28 00:00:00;168,37
Loja A;SP;Produto W;8;2023-03-05 00:00:00;208,98
Loja D;RS;Produto V;5;2024-02-19 00:00:00;246,91
Loja B;MG;Produto Z;13;2024-02-07 00:00:00;362,36
Loja D;RJ;Produto Z;7;2023-04-23 00:00:00;76,97
Loja E;RS;Produto V;5;2023-03-06 00:00:00;158,21
Loja C;RJ;Produto W;13;2024-12-28 00:00:00;273,95
Loja A;RS;Produto W;16;2024-02-05 00:00:00;298,89
Loja E;PR;Produto Z;14;2023-10-17 00:00:00;272,95
Loja E;RJ;Produto Y;5;2024-04-27 00:00:00;223,39
Loja B;RJ;Produto Z;19;2024-02-24 00:00:00;358,62
Loja C;RJ;Produto V;4;2023-11-11 00:00:00;110,19
Loja C;SP;Produto V;11;2023-03-30 00:00:00;148,54
Loja A;MG;Produto V;2;2024-10-22 00:00:00;227,8
Loja B;RJ;Produto W;13;2023-12-23 00:00:00;350,8
Loja A;RJ;Produto X;16;2024-06-01 00:00:00;50,35
Loja D;SP;Produto V;9;2023-12-31 00:00:00;66,68
Loja E;SP;Produto V;16;2023-09-24 00:00:00;393,38
Loja A;PR;Produto Y;7;2024-02-10 00:00:00;137,87
Loja E;RS;Produto Y;16;2023-05-19 00:00:00;482,11
Loja B;RJ;Produto Z;13;2023-06-14 00:00:00;481,09
Loja D;RS;Produto Z;5;2024-11-27 00:00:00;346,11
Loja B;SP;Produto Z;15;2024-10-27 00:00:00;361,27
Loja D;SP;Produto V;7;2023-04-16 00:00:00;328,99
Loja D;PR;Produto Y;18;2023-05-29 00:00:00;96,89
Loja E;MG;Produto Z;2;2023-07-04 00:00:00;255,22
Loja B;SP;Produto Y;8;2024-02-14 00:00:00;398,58
Loja B;RJ;Produto V;10;2024-12-03 00:00:00;389,59
Loja A;PR;Produto V;10;2024-11-05 00:00:00;450,4
Loja B;MG;Produto Z;11;2023-07-20 00:00:00;451,39
Loja A;PR;Produto V;8;2024-09-09 00:00:00;138,13
Loja C;SP;Produto V;16;2024-12-27 00:00:00;363,64
Loja C;MG;Produto Y;16;2023-08-08 00:00:00;329,16
Loja C;RS;Produto X;17;2024-04-14 00:00:00;444,06
Loja B;MG;Produto W;6;2024-12-29 00:00:00;99,9
Loja B;RJ;Produto Z;18;2024-03-09 00:00:00;372,5
Loja A;RS;Produto X;17;2023-01-29 00:00:00;217,43
Loja D;RS;Produto Z;12;2023-03-05 00:00:00;203,3
Loja A;RJ;Produto X;15;2023-04-06 00:00:00;27,54
Loja C;RS;Produto V;7;2024-10-27 00:00:00;481,12
Loja A;SP;Produto Z;14;2024-06-23 00:00:00;341,13
Loja D;MG;Produto X;4;2024-05-24 00:00:00;299,44
Loja B;MG;Produto W;17;2023-12-06 00:00:00;133,07
Loja A;RJ;Produto V;11;2024-11-18 00:00:00;332,64
Loja C;SP;Produto Z;6;2023-09-08 00:00:00;473,35
Loja C;RS;Produto Z;10;2024-12-06 00:00:00;90,01
Loja B;MG;Produto X;15;2023-10-06 00:00:00;492,07
Loja A;MG;Produto Z;6;2023-02-08 00:00:00;219,44
Loja D;MG;Produto V;16;2023-03-10 00:00:00;489,33
Loja B;MG;Produto Y;12;2023-10-04 00:00:00;320,6
Loja A;PR;Produto X;19;2023-04-30 00:00:00;168,81
Loja E;RJ;Produto W;16;2023-03-27 00:00:00;193,48
Loja C;RS;Produto Z;14;2023-06-26 00:00:00;152,37
Loja D;RS;Produto V;6;2024-08-28 00:00:00;174,04
Loja D;RJ;Produto Z;9;2023-04-02 00:00:00;326,8
Loja D;SP;Produto W;1;2024-02-24 00:00:00;18,14
Loja C;RJ;Produto V;8;2023-03-22 00:00:00;484,14
Loja A;MG;Produto W;7;2023-12-07 00:00:00;386,58
Loja B;MG;Produto V;14;2024-02-25 00:00:00;471,09
Loja A;RJ;Produto Y;8;2023-08-16 00:00:00;361,6
Loja B;RJ;Produto V;11;2024-04-17 00:00:00;245,71
Loja D;RS;Produto W;9;2023-03-29 00:00:00;102,97
Loja A;RS;Produto X;19;2023-12-16 00:00:00;263
Loja D;PR;Produto Y;7;2024-10-01 00:00:00;358,73
Loja E;PR;Produto Z;6;2023-07-09 00:00:00;428,55
Loja D;MG;Produto Y;18;2024-10-07 00:00:00;168,82
Loja D;PR;Produto Y;5;2023-05-16 00:00:00;260,14
Loja B;PR;Produto Z;19;2023-11-21 00:00:00;313,79
Loja E;SP;Produto V;11;2023-02-09 00:00:00;298,41
Loja D;RJ;Produto Y;5;2024-10-11 00:00:00;35,66
Loja D;RS;Produto Y;9;2023-10-14 00:00:00;246,86
Loja E;PR;Produto X;8;2023-09-13 00:00:00;406,43
Loja E;RS;Produto X;11;2024-08-19 00:00:00;403,13
Loja A;PR;Produto W;6;2024-02-24 00:00:00;258,5
Loja B;PR;Produto Z;15;2024-06-22 00:00:00;476,65
Loja E;MG;Produto V;6;2023-10-18 00:00:00;414,85
Loja E;SP;Produto V;11;2023-11-12 00:00:00;371,29
Loja C;RJ;Produto W;15;2023-05-12 00:00:00;262,64
Loja E;RJ;Produto V;12;2024-08-25 00:00:00;299,43
Loja B;MG;Produto V;9;2024-06-22 00:00:00;119,39
Loja D;MG;Produto X;10;2023-10-30 00:00:00;270,88
Loja D;RJ;Produto V;15;2023-10-09 00:00:00;267,75
Loja D;RJ;Produto V;17;2024-05-06 00:00:00;109,35
Loja D;SP;Produto W;16;2023-10-07 00:00:00;476,06
Loja C;PR;Produto W;8;2024-05-14 00:00:00;129,93
Loja E;SP;Produto Y;17;2023-07-18 00:00:00;61,07
Loja D;RJ;Produto V;11;2024-01-10 00:00:00;238,83
Loja A;PR;Produto V;11;2023-10-27 00:00:00;346,18
Loja D;RJ;Produto V;6;2024-10-27 00:00:00;105,62
Loja E;SP;Produto X;2;2023-10-26 00:00:00;99,62
Loja D;SP;Produto V;1;2024-07-08 00:00:00;138,12
Loja C;SP;Produto X;6;2023-11-18 00:00:00;158,33
Loja B;PR;Produto Y;5;2023-04-20 00:00:00;130,64
Loja B;RS;Produto Z;9;2024-09-14 00:00:00;240,64
Loja E;RS;Produto V;5;2024-04-15 00:00:00;18,95
Loja B;RJ;Produto W;18;2024-02-16 00:00:00;52,88
Loja B;PR;Produto W;19;2024-05-27 00:00:00;367,39
Loja A;MG;Produto V;15;2024-04-24 00:00:00;212,05
Loja E;RS;Produto X;15;2023-05-20 00:00:00;186,56
Loja E;PR;Produto W;9;2024-11-20 00:00:00;15,12
Loja B;PR;Produto W;14;2024-05-18 00:00:00;156,13
Loja B;RS;Produto Y;5;2023-03-01 00:00:00;412,38
Loja B;PR;Produto Y;17;2023-07-02 00:00:00;176,78
Loja C;PR;Produto Y;15;2024-02-23 00:00:00;482,21
Loja D;RS;Produto W;17;2023-08-15 00:00:00;201,08
Loja C;SP;Produto W;9;2024-01-26 00:00:00;237,42
Loja E;RJ;Produto V;13;2023-05-24 00:00:00;402,94
Loja A;MG;Produto V;13;2024-07-17 00:00:00;491,68
Loja D;RJ;Produto X;5;2024-08-15 00:00:00;192,08
Loja A;SP;Produto W;14;2024-10-22 00:00:00;68,77
Loja E;SP;Produto V;7;2023-01-27 00:00:00;266,3
Loja E;PR;Produto V;5;2024-09-14 00:00:00;299,96
Loja A;RJ;Produto Y;12;2024-05-22 00:00:00;480,13
Loja A;SP;Produto Y;3;2024-08-13 00:00:00;212,82
Loja A;RJ;Produto Y;9;2023-05-07 00:00:00;54,5
Loja E;SP;Produto Z;10;2024-03-31 00:00:00;328,96
Loja B;MG;Produto V;1;2023-10-08 00:00:00;20,34
Loja A;SP;Produto Y;14;2024-01-30 00:00:00;218,45
Loja D;RJ;Produto Y;1;2023-11-15 00:00:00;210,73
Loja E;PR;Produto W;10;2024-03-16 00:00:00;134,86
Loja C;RJ;Produto Y;11;2023-12-07 00:00:00;482,51
Loja C;RS;Produto W;2;2024-11-24 00:00:00;207,67
Loja D;RJ;Produto X;2;2023-04-29 00:00:00;448,41
Loja B;MG;Produto Y;11;2024-11-20 00:00:00;262,4
Loja A;MG;Produto W;8;2024-12-13 00:00:00;412,06
Loja E;MG;Produto Y;3;2024-01-03 00:00:00;231,18
Loja A;SP;Produto X;9;2024-01-20 00:00:00;495,85
Loja E;MG;Produto Y;16;2024-05-24 00:00:00;323,61
Loja C;RJ;Produto W;16;2024-08-04 00:00:00;86,41
Loja A;PR;Produto X;10;2023-06-07 00:00:00;13,15
Loja D;MG;Produto X;6;2024-09-01 00:00:00;465,16
Loja B;RJ;Produto X;11;2024-12-17 00:00:00;346,53
Loja D;SP;Produto Z;8;2023-03-27 00:00:00;62,08
Loja B;SP;Produto W;1;2023-12-27 00:00:00;374,31
Loja A;PR;Produto Z;6;2023-03-26 00:00:00;121,3
Loja A;PR;Produto X;8;2023-12-25 00:00:00;406,52
Loja B;RJ;Produto Z;14;2024-12-27 00:00:00;308,86
Loja C;PR;Produto Y;3;2023-05-13 00:00:00;70,59
Loja E;PR;Produto Z;2;2024-01-22 00:00:00;44,77
Loja D;SP;Produto V;1;2023-09-04 00:00:00;238,4
Loja D;RJ;Produto X;11;2023-05-21 00:00:00;469,08
Loja D;PR;Produto X;6;2024-03-22 00:00:00;286,67
Loja A;RJ;Produto W;8;2023-03-17 00:00:00;381,96
Loja D;MG;Produto Y;7;2023-04-08 00:00:00;240,04
Loja E;SP;Produto W;6;2023-10-30 00:00:00;198,2
Loja E;SP;Produto Z;18;2024-04-10 00:00:00;412,88
Loja B;SP;Produto V;12;2023-02-24 00:00:00;237,06
Loja A;RS;Produto V;8;2023-11-01 00:00:00;79,36
Loja E;RJ;Produto V;19;2024-06-17 00:00:00;144,52
Loja C;MG;Produto V;5;2023-02-04 00:00:00;285,08
Loja A;PR;Produto Y;19;2024-06-23 00:00:00;207,26
Loja A;MG;Produto Z;9;2024-05-03 00:00:00;189,53
Loja E;RJ;Produto V;12;2024-11-12 00:00:00;337,69
Loja C;SP;Produto X;15;2023-05-20 00:00:00;321,8
Loja B;RS;Produto Z;13;2024-10-02 00:00:00;163,87
Loja E;RJ;Produto Y;13;2023-04-10 00:00:00;186,12
Loja C;RJ;Produto V;5;2024-01-08 00:00:00;378,51
Loja A;PR;Produto Y;2;2023-01-23 00:00:00;461,43
Loja C;MG;Produto V;19;2023-10-11 00:00:00;168,87
Loja A;MG;Produto X;8;2023-04-23 00:00:00;153,02
Loja E;PR;Produto Z;14;2024-01-08 00:00:00;139,99
Loja E;RS;Produto X;6;2023-07-16 00:00:00;79,34
Loja D;SP;Produto V;7;2023-06-13 00:00:00;194,82
Loja D;SP;Produto W;14;2024-03-06 00:00:00;262,84
Loja D;RS;Produto Z;6;2024-07-21 00:00:00;273,34
